,account_id,district_name,open_date,statement_frequency,num_customers,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
1292,982,Brno - mesto,1993-02-05,monthly,1,0,F,,,,,,16800,15,,49039,900
1293,997,Brno - mesto,1997-05-08,monthly,1,0,F,,,,,,4110,15,,31643,700
1294,1093,Brno - mesto,1996-01-14,monthly,1,0,T,385104.0,8023.0,48.0,current,F,42800,15,,121007,1000
1295,1095,Brno - mesto,1997-06-18,monthly,2,0,F,,,,,,20500,15,,72304,400
1296,1095,Brno - mesto,1997-06-18,monthly,2,0,F,,,,,,20500,15,,72304,400
1297,1110,Brno - mesto,1997-07-10,monthly,1,0,F,,,,,,17000,15,,72261,300
1298,1308,Brno - mesto,1996-09-25,monthly,1,0,F,,,,,,8800,15,,35251,400
1299,1335,Brno - mesto,1995-09-21,monthly,1,1,F,,,,,,29600,15,6.0,60946,200
1300,1411,Brno - mesto,1993-07-09,monthly,1,0,F,,,,,,27400,15,,111266,600
1301,1443,Brno - mesto,1997-09-27,monthly,1,0,F,,,,,,22300,15,,63015,700
1302,1460,Brno - mesto,1996-11-29,monthly,1,0,F,,,,,,3840,15,,31495,300
1303,1468,Brno - mesto,1993-10-11,monthly,1,0,F,,,,,,5850,15,,29270,500
1304,1479,Brno - mesto,1995-04-04,monthly,1,0,F,,,,,,5160,15,,34755,700
1305,1532,Brno - mesto,1996-09-19,monthly,2,0,F,,,,,,43520,15,,97381,700
1306,1532,Brno - mesto,1996-09-19,monthly,2,0,F,,,,,,43520,15,,97381,700
1307,1537,Brno - mesto,1997-06-06,monthly,1,0,F,,,,,,34400,15,,74556,200
1308,1556,Brno - mesto,1996-09-15,monthly,1,0,F,,,,,,11400,15,,60299,600
1309,1604,Brno - mesto,1993-12-16,monthly,1,0,F,,,,,,28320,15,,64823,900
1310,1818,Brno - mesto,1997-02-25,monthly,1,0,F,,,,,,22600,15,,79888,300
1311,1833,Brno - mesto,1997-11-15,monthly,1,0,F,,,,,,10600,15,,47006,900
1312,1861,Brno - mesto,1993-07-02,monthly,2,0,F,,,,,,34080,15,,97824,500
1313,1861,Brno - mesto,1993-07-02,monthly,2,0,F,,,,,,34080,15,,97824,500
1314,1884,Brno - mesto,1996-12-24,monthly,1,0,F,,,,,,16900,15,,43390,800
1315,1983,Brno - mesto,1997-12-25,monthly,1,0,F,,,,,,37600,15,,82616,800
1316,1987,Brno - mesto,1994-03-17,monthly,2,0,F,,,,,,31520,15,,68971,900
1317,1987,Brno - mesto,1994-03-17,monthly,2,0,F,,,,,,31520,15,,68971,900
1318,1995,Brno - mesto,1997-07-18,monthly,1,0,F,,,,,,4500,15,,30647,600
1319,2013,Brno - mesto,1996-08-15,monthly,1,1,F,,,,,,44400,15,5.0,123956,1100
1320,2017,Brno - mesto,1996-02-21,monthly,1,0,F,,,,,,8900,15,,35136,1100
1321,2034,Brno - mesto,1996-08-21,monthly,1,1,F,,,,,,32960,15,17.0,96679,400
1322,2064,Brno - mesto,1996-12-30,monthly,1,0,T,83628.0,2323.0,36.0,current,F,15416,15,,51781,500
1323,2183,Brno - mesto,1997-07-17,monthly,1,0,F,,,,,,36320,15,,66375,500
1324,2194,Brno - mesto,1997-02-25,monthly,1,0,F,,,,,,23100,15,,71730,400
1325,2330,Brno - mesto,1993-01-19,monthly,1,0,F,,,,,,7950,15,,27205,200
1326,2359,Brno - mesto,1996-07-14,monthly,1,0,F,,,,,,8300,15,,37079,600
1327,2410,Brno - mesto,1993-05-11,monthly,2,1,F,,,,,,13450,15,2.0,80559,600
1328,2410,Brno - mesto,1993-05-11,monthly,2,1,F,,,,,,13450,15,2.0,80559,600
1329,2451,Brno - mesto,1997-04-29,monthly,1,0,F,,,,,,17500,15,,53717,300
1330,2540,Brno - mesto,1995-04-01,monthly,1,1,F,,,,,,25200,15,12.0,78004,500
1331,2578,Brno - mesto,1996-03-25,monthly,2,0,F,,,,,,6700,15,,22882,1100
1332,2578,Brno - mesto,1996-03-25,monthly,2,0,F,,,,,,6700,15,,22882,1100
1333,2610,Brno - mesto,1996-12-20,monthly,1,0,F,,,,,,8000,15,,45892,300
1334,2645,Brno - mesto,1993-05-22,monthly,1,0,F,,,,,,24100,15,,55953,600
1335,2757,Brno - mesto,1996-05-14,monthly,2,0,F,,,,,,3780,15,,22870,300
1336,2757,Brno - mesto,1996-05-14,monthly,2,0,F,,,,,,3780,15,,22870,300
1337,2767,Brno - mesto,1996-03-23,monthly,2,0,F,,,,,,31040,15,,81820,600
1338,2767,Brno - mesto,1996-03-23,monthly,2,0,F,,,,,,31040,15,,81820,600
1339,2788,Brno - mesto,1994-10-12,monthly,2,0,F,,,,,,37400,15,,56285,300
1340,2788,Brno - mesto,1994-10-12,monthly,2,0,F,,,,,,37400,15,,56285,300
1341,2821,Brno - mesto,1996-07-12,monthly,1,0,F,,,,,,11300,15,,40243,1000
1342,2825,Brno - mesto,1996-07-10,monthly,1,1,F,,,,,,28700,15,10.0,77540,1000
1343,2853,Brno - mesto,1995-09-08,monthly,1,0,F,,,,,,8280,15,,77940,600
1344,2864,Brno - mesto,1996-03-16,monthly,2,0,F,,,,,,21760,15,,64447,800
1345,2864,Brno - mesto,1996-03-16,monthly,2,0,F,,,,,,21760,15,,64447,800
1346,2898,Brno - mesto,1996-11-23,monthly,2,0,F,,,,,,15800,15,,71123,800
1347,2898,Brno - mesto,1996-11-23,monthly,2,0,F,,,,,,15800,15,,71123,800
1348,2921,Brno - mesto,1996-09-21,monthly,1,0,F,,,,,,19100,15,,49010,500
1349,2940,Brno - mesto,1993-06-24,monthly,1,0,F,,,,,,64100,15,,141487,1000
1350,2946,Brno - mesto,1996-05-07,monthly,1,0,F,,,,,,4400,15,,22065,1100
1351,2996,Brno - mesto,1994-05-17,monthly,1,0,F,,,,,,23500,15,,71605,400
1352,3076,Brno - mesto,1993-03-27,monthly,2,0,F,,,,,,5200,15,,28361,700
1353,3076,Brno - mesto,1993-03-27,monthly,2,0,F,,,,,,5200,15,,28361,700
1354,3116,Brno - mesto,1996-04-05,monthly,1,1,F,,,,,,18300,15,3.0,85010,1100
1355,3147,Brno - mesto,1995-04-05,monthly,1,0,F,,,,,,14200,15,,81225,300
1356,3246,Brno - mesto,1993-06-14,monthly,1,0,F,,,,,,10400,15,,40080,800
1357,3288,Brno - mesto,1994-09-15,monthly,1,0,F,,,,,,6800,15,,34145,700
1358,3357,Brno - mesto,1995-07-26,monthly,1,0,F,,,,,,9000,15,,42669,400
1359,3457,Brno - mesto,1994-10-01,monthly,1,0,F,,,,,,3840,15,,31062,200
1360,3495,Brno - mesto,1996-05-17,monthly,1,0,F,,,,,,53700,15,,141151,500
1361,3547,Brno - mesto,1993-08-07,monthly,1,0,F,,,,,,3760,15,,30101,300
1362,3592,Brno - mesto,1993-01-08,monthly,1,0,F,,,,,,14750,15,,34846,600
1363,3601,Brno - mesto,1995-06-13,monthly,1,0,F,,,,,,13350,15,,50751,700
1364,3649,Brno - mesto,1993-05-14,monthly,1,0,F,,,,,,37120,4,,69428,600
1365,3659,Brno - mesto,1997-02-01,monthly,2,0,F,,,,,,40320,15,,88956,900
1366,3659,Brno - mesto,1997-02-01,monthly,2,0,F,,,,,,40320,15,,88956,900
1367,3726,Brno - mesto,1996-07-14,monthly,1,0,F,,,,,,63900,15,,115659,400
1368,3736,Brno - mesto,1996-05-08,monthly,2,0,F,,,,,,14550,15,,43395,1000
1369,3736,Brno - mesto,1996-05-08,monthly,2,0,F,,,,,,14550,15,,43395,1000
1370,3834,Brno - mesto,1993-01-19,monthly,2,0,T,23052.0,1921.0,12.0,expired,F,24000,15,,54322,700
1371,3834,Brno - mesto,1993-01-19,monthly,2,0,T,23052.0,1921.0,12.0,expired,F,24000,15,,54322,700
1372,3857,Brno - mesto,1997-10-22,monthly,1,0,F,,,,,,2183,15,,23138,200
1373,3949,Brno - mesto,1996-01-11,monthly,1,1,F,,,,,,24300,15,9.0,80896,300
1374,3962,Brno - mesto,1996-12-13,monthly,1,0,F,,,,,,6400,300,,26100,-1300
1375,3967,Brno - mesto,1996-09-22,monthly,1,0,T,84600.0,2350.0,36.0,current,F,77400,15,,171098,-2920
1376,3993,Brno - mesto,1996-01-24,monthly,1,0,F,,,,,,21000,15,,96144,400
1377,4001,Brno - mesto,1995-02-04,monthly,1,0,F,,,,,,4300,300,,26498,400
1378,4099,Brno - mesto,1996-05-26,monthly,1,1,T,41856.0,872.0,48.0,current,F,17900,15,2.0,73519,800
1379,4109,Brno - mesto,1995-02-09,monthly,1,0,F,,,,,,22000,15,,76762,900
1380,4121,Brno - mesto,1995-06-08,monthly,1,0,F,,,,,,28500,15,,77780,300
1381,4266,Brno - mesto,1997-02-05,monthly,1,0,F,,,,,,15700,15,,55766,300
1382,4442,Brno - mesto,1996-08-08,monthly,1,0,F,,,,,,13100,15,,50092,300
1383,4484,Brno - mesto,1993-02-03,monthly,1,0,F,,,,,,62100,15,,160891,700
1384,4746,Brno - mesto,1997-02-21,monthly,1,1,T,204780.0,3413.0,60.0,current,F,64600,15,4.0,151002,200
1385,4981,Brno - mesto,1996-01-22,monthly,1,0,T,179328.0,3736.0,48.0,current,F,23040,15,,81615,200
1386,5033,Brno - mesto,1995-08-03,monthly,1,0,T,11400.0,950.0,12.0,expired,F,6700,15,,49934,300
1387,5180,Brno - mesto,1997-02-24,monthly,2,1,T,58764.0,4897.0,12.0,current,F,48500,15,,111219,700
1388,5180,Brno - mesto,1997-02-24,monthly,2,1,T,58764.0,4897.0,12.0,current,F,48500,15,,111219,700
1389,5369,Brno - mesto,1993-02-25,monthly,1,0,F,,,,,,28200,0,,41784,-7146
1390,5891,Brno - mesto,1993-01-25,monthly,1,1,T,65184.0,5432.0,12.0,expired,F,57600,15,18.0,159892,900
1391,6138,Brno - mesto,1997-01-22,monthly,2,0,T,67608.0,2817.0,24.0,current,F,26800,15,,54658,200
1392,6138,Brno - mesto,1997-01-22,monthly,2,0,T,67608.0,2817.0,24.0,current,F,26800,15,,54658,200
1393,6678,Brno - mesto,1996-01-03,monthly,1,0,T,294384.0,6133.0,48.0,current,F,63900,15,,147778,1100
1394,7101,Brno - mesto,1996-07-06,monthly,1,0,F,,,,,,40900,2,,115330,-2653
1395,7542,Brno - mesto,1996-05-16,monthly,1,0,T,590820.0,9847.0,60.0,current,F,11400,15,,66094,300
1396,7966,Brno - mesto,1996-12-27,monthly,1,0,T,473280.0,7888.0,60.0,current,F,55900,1,,131641,-1155
1397,8092,Brno - mesto,1995-01-11,monthly,1,0,T,56100.0,935.0,60.0,current,F,21500,15,,46307,1000
1398,8523,Brno - mesto,1996-11-25,monthly,1,0,T,93036.0,7753.0,12.0,current,F,45200,15,,115610,400
1399,9424,Brno - mesto,1996-12-30,monthly,1,0,T,83628.0,2323.0,36.0,current,F,15416,15,,53379,500
1400,9730,Brno - mesto,1997-01-01,monthly,2,0,T,116040.0,1934.0,60.0,current,F,9800,15,,46776,900
1401,9730,Brno - mesto,1997-01-01,monthly,2,0,T,116040.0,1934.0,60.0,current,F,9800,15,,46776,900
1402,10266,Brno - mesto,1993-06-10,monthly,1,0,T,75624.0,3151.0,24.0,expired,T,61000,0,,152954,-2325
1403,11328,Brno - mesto,1996-11-05,monthly,1,0,T,280440.0,4674.0,60.0,current,F,61000,15,,136153,1000
1404,3905,Brno - mesto,1997-05-28,after every transaction,1,0,F,,,,,,62600,100,,122675,800
1405,9731,Brno - mesto,1994-12-01,after every transaction,2,0,T,113796.0,3161.0,36.0,expired,F,22310,100,,58022,500
1406,9731,Brno - mesto,1994-12-01,after every transaction,2,0,T,113796.0,3161.0,36.0,expired,F,22310,100,,58022,500
1407,1005,Brno - mesto,1993-02-23,weekly,1,0,F,,,,,,58000,30,,150458,300
1408,1274,Brno - mesto,1996-08-19,weekly,1,0,F,,,,,,62100,1,,144218,-916
1409,2267,Brno - mesto,1994-09-20,weekly,1,0,F,,,,,,46100,30,,136197,900
1410,2799,Brno - mesto,1994-04-03,weekly,2,1,F,,,,,,65900,30,,135410,200
1411,2799,Brno - mesto,1994-04-03,weekly,2,1,F,,,,,,65900,30,,135410,200
1412,2860,Brno - mesto,1997-05-30,weekly,1,0,F,,,,,,60600,30,,134951,600
1413,11,Sumperk,1995-10-10,monthly,1,0,F,,,,,,6700,15,,40389,300
1414,13,Sumperk,1997-08-17,monthly,2,0,F,,,,,,7500,15,,29751,1000
1415,13,Sumperk,1997-08-17,monthly,2,0,F,,,,,,7500,15,,29751,1000
1416,151,Sumperk,1993-09-06,monthly,2,0,F,,,,,,7100,15,,34425,1000
1417,151,Sumperk,1993-09-06,monthly,2,0,F,,,,,,7100,15,,34425,1000
1418,189,Sumperk,1997-04-16,monthly,1,0,F,,,,,,28320,15,,76341,700
1419,274,Sumperk,1993-08-20,monthly,1,0,F,,,,,,26240,15,,68094,300
1420,317,Sumperk,1993-03-10,monthly,1,0,F,,,,,,13350,15,,43822,800
1421,517,Sumperk,1993-09-22,monthly,1,0,F,,,,,,44640,15,,97296,1100
1422,569,Sumperk,1996-10-01,monthly,1,0,F,,,,,,8520,15,,36866,300
1423,721,Sumperk,1993-08-29,monthly,2,0,F,,,,,,6750,15,,27743,500
1424,721,Sumperk,1993-08-29,monthly,2,0,F,,,,,,6750,15,,27743,500
1425,726,Sumperk,1994-02-03,monthly,1,0,F,,,,,,6700,15,,43252,300
1426,762,Sumperk,1995-10-18,monthly,1,0,F,,,,,,5600,15,,27166,900
1427,814,Sumperk,1996-10-06,monthly,1,0,F,,,,,,17100,15,,39283,300
1428,1235,Sumperk,1993-11-23,monthly,1,0,F,,,,,,7100,15,,29723,500
1429,1339,Sumperk,1997-07-06,monthly,1,0,F,,,,,,54500,15,,103302,900
1430,1423,Sumperk,1995-09-08,monthly,2,0,F,,,,,,7200,15,,37013,900
1431,1423,Sumperk,1995-09-08,monthly,2,0,F,,,,,,7200,15,,37013,900
1432,1425,Sumperk,1993-07-06,monthly,1,0,F,,,,,,28000,15,,65817,900
1433,1695,Sumperk,1993-01-03,monthly,1,1,F,,,,,,64000,15,1.0,159676,200
1434,1744,Sumperk,1996-02-07,monthly,1,0,F,,,,,,11400,15,,30344,600
1435,1877,Sumperk,1993-12-13,monthly,1,0,F,,,,,,11200,15,,52309,700
1436,1880,Sumperk,1994-02-25,monthly,1,0,F,,,,,,33900,15,,91958,500
1437,2048,Sumperk,1997-03-30,monthly,1,0,F,,,,,,18300,15,,68763,300
1438,2067,Sumperk,1994-04-07,monthly,1,0,F,,,,,,29500,15,,95393,400
1439,2132,Sumperk,1993-10-08,monthly,1,0,F,,,,,,28400,15,,77597,700
1440,2409,Sumperk,1996-02-13,monthly,1,1,F,,,,,,12320,15,1.0,77751,1100
1441,2444,Sumperk,1997-09-07,monthly,1,1,F,,,,,,32200,15,6.0,105483,900
1442,2457,Sumperk,1993-11-11,monthly,1,0,F,,,,,,7400,15,,36948,500
1443,2491,Sumperk,1996-03-01,monthly,1,0,F,,,,,,9300,1,,36221,500
1444,2627,Sumperk,1994-10-02,monthly,2,0,F,,,,,,22200,15,,40172,600
1445,2627,Sumperk,1994-10-02,monthly,2,0,F,,,,,,22200,15,,40172,600
1446,2687,Sumperk,1993-07-01,monthly,1,0,F,,,,,,11100,15,,33874,1100
1447,2733,Sumperk,1993-12-22,monthly,1,0,F,,,,,,8280,15,,38941,700
1448,2887,Sumperk,1996-07-13,monthly,1,0,F,,,,,,23600,15,,75645,900
1449,3061,Sumperk,1995-11-08,monthly,1,0,F,,,,,,4100,15,,26464,300
1450,3274,Sumperk,1997-09-17,monthly,1,0,F,,,,,,30240,15,,70324,400
1451,3330,Sumperk,1995-07-08,monthly,1,0,F,,,,,,63400,15,,149505,400
1452,3459,Sumperk,1996-06-02,monthly,1,0,F,,,,,,23100,15,,87163,600
1453,3469,Sumperk,1993-05-22,monthly,1,0,F,,,,,,11150,15,,43572,800
1454,3497,Sumperk,1994-08-02,monthly,1,0,F,,,,,,43040,15,,92015,900
1455,3598,Sumperk,1997-11-02,monthly,1,1,F,,,,,,23600,15,2.0,57370,300
1456,3669,Sumperk,1993-12-22,monthly,1,0,F,,,,,,10100,15,,40573,1100
1457,3701,Sumperk,1993-10-06,monthly,1,0,F,,,,,,14350,15,,59563,800
1458,3722,Sumperk,1997-12-07,monthly,2,0,F,,,,,,21120,15,,53553,1100
1459,3722,Sumperk,1997-12-07,monthly,2,0,F,,,,,,21120,15,,53553,1100
1460,3840,Sumperk,1994-02-19,monthly,2,0,F,,,,,,14200,15,,42619,700
1461,3840,Sumperk,1994-02-19,monthly,2,0,F,,,,,,14200,15,,42619,700
1462,3937,Sumperk,1996-01-10,monthly,2,0,F,,,,,,14800,15,,29067,800
1463,3937,Sumperk,1996-01-10,monthly,2,0,F,,,,,,14800,15,,29067,800
1464,3947,Sumperk,1996-01-23,monthly,1,0,F,,,,,,33120,15,,80307,400
1465,5878,Sumperk,1996-11-19,monthly,1,0,F,,,,,,33280,0,,97080,-137
1466,6910,Sumperk,1995-04-04,monthly,1,1,F,,,,,,63100,15,12.0,155241,-1239
1467,9673,Sumperk,1997-06-07,monthly,2,0,T,88200.0,2450.0,36.0,current,F,22211,15,,75658,1100
1468,9673,Sumperk,1997-06-07,monthly,2,0,T,88200.0,2450.0,36.0,current,F,22211,15,,75658,1100
1469,10065,Sumperk,1996-03-30,monthly,1,1,T,311232.0,6484.0,48.0,current,F,62900,15,2.0,144269,1100
1470,10650,Sumperk,1997-09-09,monthly,1,1,T,196224.0,4088.0,48.0,current,F,63500,15,2.0,135473,300
1471,10799,Sumperk,1997-08-19,monthly,1,0,T,31140.0,519.0,60.0,current,F,16300,15,,58488,800
1472,10906,Sumperk,1993-11-14,monthly,1,1,F,,,,,,64200,2,,153704,-280
1473,807,Sumperk,1995-06-13,weekly,1,1,F,,,,,,21670,30,11.0,69304,800
1474,2971,Sumperk,1993-12-23,weekly,1,0,F,,,,,,69000,30,,126668,500
1475,3402,Sumperk,1995-03-16,weekly,1,0,F,,,,,,63100,30,,162809,400
1476,5362,Sumperk,1996-09-06,weekly,2,0,T,202848.0,4226.0,48.0,current,F,27300,30,,82958,800
1477,5362,Sumperk,1996-09-06,weekly,2,0,T,202848.0,4226.0,48.0,current,F,27300,30,,82958,800
1478,12,Tabor,1997-04-15,monthly,2,0,F,,,,,,11000,15,,29053,1100
1479,12,Tabor,1997-04-15,monthly,2,0,F,,,,,,11000,15,,29053,1100
1480,19,Tabor,1995-04-07,monthly,1,0,T,30276.0,2523.0,12.0,expired,T,18500,1,,58158,-10605
1481,48,Tabor,1996-11-17,monthly,2,1,F,,,,,,25120,15,2.0,72803,700
1482,48,Tabor,1996-11-17,monthly,2,1,F,,,,,,25120,15,2.0,72803,700
1483,105,Tabor,1997-07-10,monthly,1,1,T,352704.0,7348.0,48.0,current,F,29900,15,,74694,800
1484,123,Tabor,1993-03-13,monthly,2,0,F,,,,,,4500,15,,27494,200
1485,123,Tabor,1993-03-13,monthly,2,0,F,,,,,,4500,15,,27494,200
1486,143,Tabor,1996-11-27,monthly,1,0,F,,,,,,4500,15,,27564,500
1487,181,Tabor,1996-06-11,monthly,1,1,F,,,,,,10400,15,17.0,52501,200
1488,396,Tabor,1993-03-08,monthly,1,0,F,,,,,,24800,15,,82778,1000
1489,635,Tabor,1994-08-21,monthly,1,0,F,,,,,,58100,0,,145877,-1626
1490,652,Tabor,1993-01-05,monthly,1,0,F,,,,,,37600,15,,77207,700
1491,662,Tabor,1994-07-18,monthly,2,0,F,,,,,,14720,15,,37700,200
1492,662,Tabor,1994-07-18,monthly,2,0,F,,,,,,14720,15,,37700,200
1493,933,Tabor,1995-11-18,monthly,1,0,F,,,,,,11250,15,,37698,800
1494,946,Tabor,1996-01-01,monthly,1,0,F,,,,,,24700,15,,67965,1100
1495,979,Tabor,1993-02-16,monthly,1,0,F,,,,,,20800,15,,63105,1000
1496,1023,Tabor,1993-08-13,monthly,1,1,F,,,,,,37280,15,11.0,67032,1100
1497,1333,Tabor,1994-09-29,monthly,1,0,F,,,,,,10500,15,,43098,300
1498,1549,Tabor,1996-11-21,monthly,1,0,F,,,,,,25800,15,,70618,500
1499,1741,Tabor,1995-05-10,monthly,1,0,F,,,,,,12400,15,,39845,1100
1500,1758,Tabor,1996-07-08,monthly,1,0,F,,,,,,62700,15,,100439,700
1501,1767,Tabor,1993-10-20,monthly,2,0,F,,,,,,43200,15,,86730,1100
1502,1767,Tabor,1993-10-20,monthly,2,0,F,,,,,,43200,15,,86730,1100
1503,1807,Tabor,1997-10-15,monthly,1,0,F,,,,,,30720,15,,73925,200
1504,1840,Tabor,1997-01-22,monthly,1,0,F,,,,,,24500,15,,43051,900
1505,2068,Tabor,1993-06-02,monthly,1,0,F,,,,,,6540,15,,31674,1100
1506,2141,Tabor,1997-05-09,monthly,1,0,F,,,,,,23100,15,,84430,900
1507,2542,Tabor,1993-08-07,monthly,1,0,F,,,,,,8000,15,,38177,300
1508,2605,Tabor,1996-01-10,monthly,1,0,F,,,,,,7600,15,,42937,1000
1509,2668,Tabor,1997-05-20,monthly,1,0,F,,,,,,11600,15,,63880,900
1510,2998,Tabor,1997-11-09,monthly,1,1,F,,,,,,29700,3,1.0,66690,300
1511,3131,Tabor,1995-10-23,monthly,1,1,F,,,,,,21900,15,6.0,70241,300
1512,3268,Tabor,1993-09-20,monthly,2,0,F,,,,,,3990,15,,26108,1000
1513,3268,Tabor,1993-09-20,monthly,2,0,F,,,,,,3990,15,,26108,1000
1514,3302,Tabor,1993-03-02,monthly,1,1,F,,,,,,7530,15,7.0,62495,700
1515,3374,Tabor,1993-02-17,monthly,1,0,F,,,,,,61500,0,,141659,-7448
1516,3422,Tabor,1996-03-28,monthly,1,1,F,,,,,,40960,15,10.0,72807,700
1517,3566,Tabor,1993-06-09,monthly,1,0,F,,,,,,10200,15,,34008,300
1518,3634,Tabor,1997-04-16,monthly,1,0,F,,,,,,63800,15,,140307,1000
1519,3636,Tabor,1994-05-22,monthly,1,0,F,,,,,,45440,15,,82567,700
1520,3671,Tabor,1997-09-17,monthly,2,0,F,,,,,,5300,15,,20839,1000
1521,3671,Tabor,1997-09-17,monthly,2,0,F,,,,,,5300,15,,20839,1000
1522,3732,Tabor,1997-05-25,monthly,2,0,F,,,,,,7000,15,,37924,500
1523,3732,Tabor,1997-05-25,monthly,2,0,F,,,,,,7000,15,,37924,500
1524,3786,Tabor,1993-06-22,monthly,1,0,F,,,,,,68000,3,,162208,-2767
1525,3881,Tabor,1996-03-04,monthly,1,0,F,,,,,,15520,15,,39276,800
1526,4204,Tabor,1996-01-29,monthly,1,0,F,,,,,,24500,15,,47347,600
1527,7418,Tabor,1995-04-07,monthly,1,0,T,30276.0,2523.0,12.0,expired,T,18500,0,,58621,-12205
1528,7606,Tabor,1995-03-15,monthly,1,0,T,191880.0,3198.0,60.0,current,F,63300,15,,132635,400
1529,9494,Tabor,1996-05-10,monthly,2,0,T,116832.0,9736.0,12.0,expired,F,12100,15,,49267,400
1530,9494,Tabor,1996-05-10,monthly,2,0,T,116832.0,9736.0,12.0,expired,F,12100,15,,49267,400
1531,10361,Tabor,1996-06-21,monthly,1,1,T,86880.0,7240.0,12.0,expired,F,52700,15,,106369,500
1532,785,Tabor,1997-08-09,weekly,1,0,T,156096.0,4336.0,36.0,current,F,40200,30,,93801,700
1533,1350,Tabor,1996-08-25,weekly,1,0,F,,,,,,36600,30,,108718,1000
1534,3364,Tabor,1994-12-08,weekly,1,0,F,,,,,,63500,30,,184989,500
1535,14,Pardubice,1996-11-27,monthly,1,1,F,,,,,,17200,15,6.0,59453,400
1536,62,Pardubice,1993-03-28,monthly,1,0,F,,,,,,7600,15,,36366,1100
1537,182,Pardubice,1996-08-24,monthly,1,0,F,,,,,,5600,1900,,16900,200
1538,266,Pardubice,1994-05-11,monthly,1,1,F,,,,,,55800,15,2.0,137653,400
1539,320,Pardubice,1997-01-23,monthly,1,0,F,,,,,,14300,15,,59073,800
1540,321,Pardubice,1993-11-11,monthly,1,0,F,,,,,,9200,15,,38693,1100
1541,350,Pardubice,1996-10-13,monthly,1,0,F,,,,,,10550,15,,30368,500
1542,459,Pardubice,1993-01-21,monthly,1,0,F,,,,,,3500,200,,26500,1000
1543,471,Pardubice,1995-06-07,monthly,2,1,F,,,,,,12100,15,8.0,58992,1100
1544,471,Pardubice,1995-06-07,monthly,2,1,F,,,,,,12100,15,8.0,58992,1100
1545,657,Pardubice,1993-08-08,monthly,1,0,F,,,,,,16960,15,,65370,500
1546,716,Pardubice,1994-09-25,monthly,1,1,F,,,,,,36480,15,11.0,71658,1000
1547,793,Pardubice,1993-01-03,monthly,2,0,F,,,,,,4900,15,,32247,800
1548,793,Pardubice,1993-01-03,monthly,2,0,F,,,,,,4900,15,,32247,800
1549,838,Pardubice,1993-10-23,monthly,2,0,F,,,,,,4900,100,,36400,1100
1550,838,Pardubice,1993-10-23,monthly,2,0,F,,,,,,4900,100,,36400,1100
1551,903,Pardubice,1993-12-10,monthly,1,0,F,,,,,,8790,15,,33437,1100
1552,996,Pardubice,1997-08-18,monthly,1,0,F,,,,,,6100,15,,30371,1100
1553,998,Pardubice,1993-11-11,monthly,1,1,F,,,,,,87400,15,17.0,109569,9758
1554,1058,Pardubice,1996-06-11,monthly,1,1,F,,,,,,27680,15,14.0,86188,1000
1555,1098,Pardubice,1993-12-28,monthly,1,0,F,,,,,,13850,15,,62585,600
1556,1373,Pardubice,1993-06-12,monthly,1,0,F,,,,,,5790,15,,25193,500
1557,1379,Pardubice,1997-10-01,monthly,1,1,F,,,,,,11200,15,3.0,50332,700
1558,1491,Pardubice,1997-06-11,monthly,2,1,F,,,,,,34880,15,6.0,57838,1000
1559,1491,Pardubice,1997-06-11,monthly,2,1,F,,,,,,34880,15,6.0,57838,1000
1560,1499,Pardubice,1993-11-28,monthly,2,0,F,,,,,,20640,15,,73332,1000
1561,1499,Pardubice,1993-11-28,monthly,2,0,F,,,,,,20640,15,,73332,1000
1562,1548,Pardubice,1995-01-27,monthly,2,0,F,,,,,,4900,15,,24310,800
1563,1548,Pardubice,1995-01-27,monthly,2,0,F,,,,,,4900,15,,24310,800
1564,1554,Pardubice,1994-11-15,monthly,1,1,F,,,,,,35680,15,21.0,67698,300
1565,1563,Pardubice,1996-08-14,monthly,1,0,F,,,,,,3900,100,,18000,900
1566,1656,Pardubice,1997-02-01,monthly,1,0,T,189792.0,3954.0,48.0,current,F,23200,15,,78412,500
1567,1813,Pardubice,1994-02-11,monthly,1,0,F,,,,,,63700,15,,148219,1100
1568,1845,Pardubice,1997-08-20,monthly,2,0,F,,,,,,50500,15,,126773,800
1569,1845,Pardubice,1997-08-20,monthly,2,0,F,,,,,,50500,15,,126773,800
1570,1847,Pardubice,1996-04-04,monthly,2,0,F,,,,,,13200,15,,62975,1100
1571,1847,Pardubice,1996-04-04,monthly,2,0,F,,,,,,13200,15,,62975,1100
1572,1885,Pardubice,1996-08-13,monthly,1,1,F,,,,,,30300,15,4.0,69732,600
1573,2203,Pardubice,1995-04-04,monthly,1,0,F,,,,,,12650,15,,37505,800
1574,2222,Pardubice,1993-05-01,monthly,1,0,F,,,,,,62800,15,,143734,200
1575,2363,Pardubice,1994-10-07,monthly,1,0,F,,,,,,12500,15,,42570,700
1576,2441,Pardubice,1996-12-22,monthly,1,1,F,,,,,,18900,15,2.0,71934,200
1577,2590,Pardubice,1996-12-04,monthly,1,0,F,,,,,,3100,15,,19352,700
1578,2706,Pardubice,1996-06-23,monthly,2,0,F,,,,,,5500,100,,36400,1100
1579,2706,Pardubice,1996-06-23,monthly,2,0,F,,,,,,5500,100,,36400,1100
