account_id,district_name,open_date,statement_frequency,num_customers,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
994,Olomouc,1995-09-15,monthly,1,NA,F,NA,NA,NA,NA,NA,23700,15,NA,78517,700
995,Zlin,1995-08-23,monthly,1,NA,F,NA,NA,NA,NA,NA,4740,15,NA,30252,1000
996,Pardubice,1997-08-18,monthly,1,NA,F,NA,NA,NA,NA,NA,6100,15,NA,30371,1100
997,Brno - mesto,1997-05-08,monthly,1,NA,F,NA,NA,NA,NA,NA,4110,15,NA,31643,700
998,Pardubice,1993-11-11,monthly,1,1,F,NA,NA,NA,NA,NA,87400,15,17,109569,9758
1000,Vsetin,1993-01-25,monthly,1,NA,F,NA,NA,NA,NA,NA,32600,15,NA,102396,200
1002,Svitavy,1996-09-17,monthly,1,NA,F,NA,NA,NA,NA,NA,5900,15,NA,29756,500
1003,Plzen - sever,1996-10-10,monthly,1,NA,F,NA,NA,NA,NA,NA,22000,15,NA,76667,200
1004,Karvina,1996-07-02,monthly,1,NA,T,188532,5237,36,current,F,62100,15,NA,143846,200
1006,Kutna Hora,1993-02-08,monthly,1,NA,F,NA,NA,NA,NA,NA,8190,15,NA,59040,1000
1007,Hl.m. Praha,1996-06-28,monthly,1,1,F,NA,NA,NA,NA,NA,53300,15,6,104968,1000
1008,Rakovnik,1996-10-05,monthly,1,NA,F,NA,NA,NA,NA,NA,8700,15,NA,37132,700
1010,Trebic,1995-05-01,monthly,1,NA,F,NA,NA,NA,NA,NA,63700,15,NA,141422,800
1011,Jicin,1994-12-17,monthly,1,NA,T,204000,3400,60,current,F,22588,15,NA,99044,400
1012,Znojmo,1994-07-09,monthly,1,NA,T,98184,4091,24,expired,F,24723,1,NA,78911,500
1013,Kromeriz,1996-05-13,monthly,1,NA,F,NA,NA,NA,NA,NA,2580,15,NA,26852,300
1014,Ostrava - mesto,1996-03-20,monthly,1,NA,F,NA,NA,NA,NA,NA,19700,15,NA,69271,800
1015,Hl.m. Praha,1997-06-14,monthly,1,NA,F,NA,NA,NA,NA,NA,11000,15,NA,38938,1100
1016,Teplice,1993-09-29,monthly,1,1,F,NA,NA,NA,NA,NA,25100,15,14,119385,600
1017,Ceske Budejovice,1994-08-11,monthly,1,NA,F,NA,NA,NA,NA,NA,29200,15,NA,74560,800
1018,Melnik,1993-06-03,monthly,1,NA,F,NA,NA,NA,NA,NA,5400,15,NA,34048,600
1019,Usti nad Orlici,1993-01-21,monthly,1,1,F,NA,NA,NA,NA,NA,20960,15,1,71185,1100
1020,Breclav,1996-04-09,monthly,1,NA,F,NA,NA,NA,NA,NA,4000,10,NA,30473,1100
1021,Havlickuv Brod,1996-11-17,monthly,1,NA,F,NA,NA,NA,NA,NA,3990,15,NA,27435,1000
1023,Tabor,1993-08-13,monthly,1,1,F,NA,NA,NA,NA,NA,37280,15,11,67032,1100
1024,Prachatice,1997-05-02,monthly,1,NA,F,NA,NA,NA,NA,NA,2790,15,NA,21041,600
1026,Strakonice,1997-09-03,monthly,2,1,F,NA,NA,NA,NA,NA,18500,15,2,72773,1000
1027,Frydek - Mistek,1997-07-18,monthly,1,NA,F,NA,NA,NA,NA,NA,4200,15,NA,23873,800
1028,Cheb,1996-03-19,monthly,2,NA,F,NA,NA,NA,NA,NA,4900,500,NA,24200,400
1029,Plzen - mesto,1996-06-25,monthly,1,NA,F,NA,NA,NA,NA,NA,63800,15,NA,194119,600
1030,Hodonin,1995-11-12,monthly,1,NA,F,NA,NA,NA,NA,NA,9600,15,NA,50026,1100
1031,Ostrava - mesto,1995-06-20,monthly,1,NA,F,NA,NA,NA,NA,NA,24640,15,NA,72294,900
1032,Praha - zapad,1993-04-26,monthly,1,1,F,NA,NA,NA,NA,NA,64600,15,6,154149,400
1033,Ceska Lipa,1997-08-05,monthly,1,NA,F,NA,NA,NA,NA,NA,8400,400,NA,39468,1100
1034,Opava,1997-04-04,monthly,1,NA,F,NA,NA,NA,NA,NA,5760,15,NA,42989,1100
1035,Opava,1997-04-18,monthly,1,1,F,NA,NA,NA,NA,NA,18500,15,1,79727,700
1036,Praha - zapad,1996-01-18,monthly,1,1,F,NA,NA,NA,NA,NA,25700,15,15,88639,600
1037,Hl.m. Praha,1997-02-18,monthly,1,1,F,NA,NA,NA,NA,NA,19300,15,6,84214,500
1038,Zlin,1995-04-20,monthly,1,NA,F,NA,NA,NA,NA,NA,4590,15,NA,24500,400
1040,Prachatice,1996-05-18,monthly,1,NA,F,NA,NA,NA,NA,NA,60400,15,NA,127976,1000
1042,Hradec Kralove,1994-04-03,monthly,1,NA,F,NA,NA,NA,NA,NA,29200,15,NA,66650,900
1043,Hl.m. Praha,1997-08-13,monthly,2,1,F,NA,NA,NA,NA,NA,21700,15,2,84823,1000
1044,Ceske Budejovice,1995-11-09,monthly,1,1,F,NA,NA,NA,NA,NA,19400,15,16,63643,500
1045,Beroun,1996-05-09,monthly,1,NA,F,NA,NA,NA,NA,NA,10000,15,NA,29521,800
1046,Hl.m. Praha,1995-04-14,monthly,1,NA,F,NA,NA,NA,NA,NA,16000,15,NA,51107,700
1047,Nachod,1994-06-13,monthly,1,NA,F,NA,NA,NA,NA,NA,7400,15,NA,37589,800
1048,Jablonec n. Nisou,1993-05-05,monthly,2,NA,F,NA,NA,NA,NA,NA,4900,15,NA,32056,1100
1049,Pisek,1997-12-04,monthly,1,NA,F,NA,NA,NA,NA,NA,5200,15,NA,36081,500
1051,Jablonec n. Nisou,1993-10-21,monthly,2,NA,F,NA,NA,NA,NA,NA,28000,15,NA,61520,800
1052,Trebic,1993-09-27,monthly,1,NA,F,NA,NA,NA,NA,NA,29100,15,NA,77637,200
1053,Hodonin,1994-05-25,monthly,1,NA,F,NA,NA,NA,NA,NA,31840,15,NA,44893,700
1054,Praha - vychod,1993-02-19,monthly,1,NA,F,NA,NA,NA,NA,NA,18560,15,NA,46555,800
1055,Rokycany,1996-12-12,monthly,2,NA,F,NA,NA,NA,NA,NA,4950,15,NA,23416,600
1057,Rakovnik,1993-08-23,monthly,1,NA,F,NA,NA,NA,NA,NA,8100,15,NA,31485,1000
1058,Pardubice,1996-06-11,monthly,1,1,F,NA,NA,NA,NA,NA,27680,15,14,86188,1000
1059,Mlada Boleslav,1995-05-30,monthly,1,NA,F,NA,NA,NA,NA,NA,8500,15,NA,23118,1100
1060,Kutna Hora,1996-10-20,monthly,1,NA,F,NA,NA,NA,NA,NA,22700,1400,NA,72611,800
1061,Chrudim,1997-10-17,monthly,1,NA,F,NA,NA,NA,NA,NA,9300,15,NA,32196,1000
1062,Kutna Hora,1993-07-11,monthly,1,NA,F,NA,NA,NA,NA,NA,28800,15,NA,87829,1000
1063,Frydek - Mistek,1996-09-19,monthly,1,NA,F,NA,NA,NA,NA,NA,17600,15,NA,89300,200
1064,Karvina,1997-09-29,monthly,1,NA,F,NA,NA,NA,NA,NA,6700,15,NA,31827,500
1065,Olomouc,1993-03-27,monthly,1,NA,F,NA,NA,NA,NA,NA,22700,15,NA,65741,400
1067,Chomutov,1996-09-10,monthly,2,1,F,NA,NA,NA,NA,NA,58000,15,NA,146318,1000
1068,Usti nad Orlici,1997-02-15,monthly,1,NA,T,253200,4220,60,current,F,34800,15,NA,96491,1000
1069,Karvina,1993-07-24,monthly,2,NA,F,NA,NA,NA,NA,NA,3800,15,NA,26753,700
1070,Uherske Hradiste,1996-04-23,monthly,1,NA,F,NA,NA,NA,NA,NA,18500,15,NA,53992,200
1072,Znojmo,1997-12-09,monthly,1,NA,F,NA,NA,NA,NA,NA,14720,15,NA,57351,400
1073,Opava,1994-02-27,monthly,1,NA,F,NA,NA,NA,NA,NA,44960,15,NA,103225,1000
1074,Kromeriz,1996-05-16,monthly,1,1,F,NA,NA,NA,NA,NA,31400,15,17,105596,1000
1075,Jablonec n. Nisou,1995-07-13,monthly,1,NA,F,NA,NA,NA,NA,NA,25100,15,NA,59107,800
1076,Hl.m. Praha,1994-10-30,monthly,1,NA,F,NA,NA,NA,NA,NA,19100,15,NA,85941,200
1077,Ceske Budejovice,1993-03-03,monthly,1,1,F,NA,NA,NA,NA,NA,29300,15,8,98011,1000
1078,Hl.m. Praha,1996-07-12,monthly,2,NA,F,NA,NA,NA,NA,NA,13450,15,NA,29352,800
1079,Ostrava - mesto,1993-09-14,monthly,1,NA,F,NA,NA,NA,NA,NA,42600,15,NA,103468,700
1080,Brno - venkov,1993-12-27,monthly,1,1,F,NA,NA,NA,NA,NA,39520,15,3,111580,700
1081,Zlin,1996-12-21,monthly,2,NA,F,NA,NA,NA,NA,NA,5300,15,NA,29617,800
1082,Benesov,1996-06-08,monthly,1,NA,F,NA,NA,NA,NA,NA,11700,15,NA,26598,300
1083,Jicin,1996-12-06,monthly,1,NA,T,50976,1416,36,current,F,22240,15,NA,48736,400
1085,Havlickuv Brod,1997-09-11,monthly,1,NA,F,NA,NA,NA,NA,NA,16000,15,NA,61356,13389
1086,Litomerice,1996-06-17,monthly,1,NA,F,NA,NA,NA,NA,NA,1410,15,NA,26273,700
1087,Brno - venkov,1996-06-26,monthly,1,NA,F,NA,NA,NA,NA,NA,26900,15,NA,77560,900
1088,Ceska Lipa,1993-12-19,monthly,1,NA,F,NA,NA,NA,NA,NA,9350,15,NA,33303,500
1089,Ostrava - mesto,1995-10-10,monthly,1,NA,F,NA,NA,NA,NA,NA,26300,15,NA,45743,500
1090,Jesenik,1996-10-19,monthly,1,NA,F,NA,NA,NA,NA,NA,5800,15,NA,59616,1000
1091,Jindrichuv Hradec,1993-09-09,monthly,1,NA,F,NA,NA,NA,NA,NA,2900,300,NA,91521,700
1092,Usti nad Labem,1995-06-06,monthly,1,1,F,NA,NA,NA,NA,NA,15200,15,25,48616,900
1093,Brno - mesto,1996-01-14,monthly,1,NA,T,385104,8023,48,current,F,42800,15,NA,121007,1000
1094,Jablonec n. Nisou,1996-07-10,monthly,1,NA,F,NA,NA,NA,NA,NA,17300,15,NA,33222,1000
1095,Brno - mesto,1997-06-18,monthly,2,NA,F,NA,NA,NA,NA,NA,20500,15,NA,72304,400
1096,Chomutov,1997-03-03,monthly,1,NA,F,NA,NA,NA,NA,NA,5500,15,NA,29913,400
1097,Bruntal,1996-06-22,monthly,2,1,F,NA,NA,NA,NA,NA,38560,15,1,97800,1000
1098,Pardubice,1993-12-28,monthly,1,NA,F,NA,NA,NA,NA,NA,13850,15,NA,62585,600
1100,Jablonec n. Nisou,1996-09-23,monthly,1,NA,F,NA,NA,NA,NA,NA,4100,15,NA,18190,700
1101,Kladno,1997-09-22,monthly,1,1,F,NA,NA,NA,NA,NA,20700,15,2,64523,400
1102,Karvina,1996-02-19,monthly,1,NA,F,NA,NA,NA,NA,NA,9200,15,NA,52604,700
1103,Zdar nad Sazavou,1995-07-09,monthly,1,NA,F,NA,NA,NA,NA,NA,27700,15,NA,76017,16416
1104,Most,1995-12-07,monthly,1,NA,F,NA,NA,NA,NA,NA,16600,15,NA,76519,800
1105,Brno - venkov,1994-09-01,monthly,1,NA,F,NA,NA,NA,NA,NA,9600,15,NA,52000,500
1107,Havlickuv Brod,1993-09-08,monthly,1,NA,F,NA,NA,NA,NA,NA,11250,15,NA,40091,800
1108,Plzen - mesto,1995-03-09,monthly,1,1,F,NA,NA,NA,NA,NA,7850,15,2,58224,1000
1109,Zdar nad Sazavou,1994-10-27,monthly,1,NA,F,NA,NA,NA,NA,NA,26200,15,NA,78151,600
1110,Brno - mesto,1997-07-10,monthly,1,NA,F,NA,NA,NA,NA,NA,17000,15,NA,72261,300
1111,Kolin,1996-02-16,monthly,1,NA,F,NA,NA,NA,NA,NA,35200,15,NA,72051,400
1112,Rychnov nad Kneznou,1995-02-03,monthly,1,1,F,NA,NA,NA,NA,NA,47520,15,23,113905,900
1113,Mlada Boleslav,1996-09-23,monthly,1,NA,F,NA,NA,NA,NA,NA,24960,15,NA,65921,1100
1115,Chomutov,1993-03-27,monthly,2,NA,F,NA,NA,NA,NA,NA,9700,15,NA,25710,300
1116,Hl.m. Praha,1993-07-20,monthly,1,1,F,NA,NA,NA,NA,NA,21920,15,6,62748,900
1117,Frydek - Mistek,1996-08-29,monthly,1,NA,F,NA,NA,NA,NA,NA,12550,15,NA,29039,400
1118,Rychnov nad Kneznou,1993-07-04,monthly,1,NA,F,NA,NA,NA,NA,NA,20100,15,NA,46241,200
1120,Hl.m. Praha,1993-10-05,monthly,2,NA,F,NA,NA,NA,NA,NA,11000,15,NA,33703,900
1121,Ceska Lipa,1996-04-17,monthly,1,1,F,NA,NA,NA,NA,NA,25300,15,18,85002,800
1122,Rakovnik,1995-08-12,monthly,1,NA,F,NA,NA,NA,NA,NA,27700,15,NA,50091,500
1123,Rakovnik,1993-11-01,monthly,2,NA,F,NA,NA,NA,NA,NA,15500,15,NA,58965,400
1124,Plzen - mesto,1996-06-02,monthly,1,NA,F,NA,NA,NA,NA,NA,63600,15,NA,136665,900
1126,Breclav,1993-03-08,monthly,1,NA,F,NA,NA,NA,NA,NA,29000,15,NA,61600,1100
1127,Plzen - jih,1993-01-27,monthly,1,1,F,NA,NA,NA,NA,NA,61100,15,35,119594,600
1128,Ostrava - mesto,1993-11-21,monthly,1,NA,F,NA,NA,NA,NA,NA,11850,15,NA,66388,400
1129,Jablonec n. Nisou,1995-03-03,monthly,1,NA,F,NA,NA,NA,NA,NA,35680,15,NA,91649,600
1130,Hl.m. Praha,1997-05-11,monthly,1,NA,F,NA,NA,NA,NA,NA,6300,15,NA,42810,200
1133,Hl.m. Praha,1993-11-01,monthly,2,NA,F,NA,NA,NA,NA,NA,9700,15,NA,24429,900
1134,Kutna Hora,1993-02-09,monthly,1,NA,F,NA,NA,NA,NA,NA,11400,15,NA,51583,400
1135,Hl.m. Praha,1995-07-17,monthly,2,NA,F,NA,NA,NA,NA,NA,4200,15,NA,51501,500
1136,Pribram,1993-08-07,monthly,1,NA,F,NA,NA,NA,NA,NA,32600,15,NA,99018,900
1137,Prostejov,1995-12-19,monthly,2,NA,F,NA,NA,NA,NA,NA,2500,15,NA,21141,900
1138,Usti nad Labem,1997-04-07,monthly,1,NA,F,NA,NA,NA,NA,NA,14800,2000,NA,32617,1000
1140,Semily,1997-11-07,monthly,1,NA,F,NA,NA,NA,NA,NA,5040,15,NA,46782,800
1141,Plzen - sever,1997-02-16,monthly,1,NA,F,NA,NA,NA,NA,NA,6700,15,NA,31266,600
1142,Ostrava - mesto,1995-10-19,monthly,1,NA,F,NA,NA,NA,NA,NA,5400,15,NA,30656,600
1144,Kromeriz,1993-01-28,monthly,1,NA,F,NA,NA,NA,NA,NA,5220,15,NA,28250,200
1145,Tachov,1993-07-03,monthly,2,NA,F,NA,NA,NA,NA,NA,4050,15,NA,27637,900
1146,Bruntal,1993-09-12,monthly,2,1,F,NA,NA,NA,NA,NA,63700,15,13,120704,1100
1147,Chrudim,1993-04-10,monthly,1,1,F,NA,NA,NA,NA,NA,46880,15,24,85935,400
1149,Pisek,1995-09-07,monthly,1,1,F,NA,NA,NA,NA,NA,26000,15,6,75460,200
1150,Rokycany,1997-10-08,monthly,1,NA,F,NA,NA,NA,NA,NA,22000,15,NA,67985,1100
1151,Teplice,1995-06-23,monthly,1,1,F,NA,NA,NA,NA,NA,26100,15,33,114558,300
1152,Jicin,1993-04-15,monthly,2,NA,F,NA,NA,NA,NA,NA,4000,15,NA,25659,800
1153,Jablonec n. Nisou,1993-12-29,monthly,1,NA,F,NA,NA,NA,NA,NA,44200,15,NA,63950,200
1155,Hradec Kralove,1996-10-04,monthly,1,NA,F,NA,NA,NA,NA,NA,11850,15,NA,36553,1100
1156,Kromeriz,1997-12-09,monthly,1,1,F,NA,NA,NA,NA,NA,19900,15,1,88203,300
1157,Melnik,1993-03-27,monthly,1,NA,F,NA,NA,NA,NA,NA,11500,15,NA,48579,700
1158,Svitavy,1994-04-03,monthly,2,NA,F,NA,NA,NA,NA,NA,8900,15,NA,55819,200
1159,Semily,1994-02-09,monthly,2,NA,F,NA,NA,NA,NA,NA,13760,15,NA,56366,400
1161,Zdar nad Sazavou,1993-05-08,monthly,1,NA,F,NA,NA,NA,NA,NA,5700,15,NA,49283,600
1164,Jablonec n. Nisou,1994-01-14,monthly,1,NA,F,NA,NA,NA,NA,NA,24800,15,NA,72225,300
1165,Chrudim,1997-03-23,monthly,2,NA,F,NA,NA,NA,NA,NA,18200,15,NA,44759,900
1166,Praha - zapad,1993-04-21,monthly,1,NA,T,149040,3105,48,expired,F,23700,15,NA,64577,200
1168,Rokycany,1994-11-03,monthly,2,NA,F,NA,NA,NA,NA,NA,9280,15,NA,42586,400
1170,Klatovy,1996-03-26,monthly,1,NA,F,NA,NA,NA,NA,NA,23400,15,NA,84628,200
1171,Pisek,1997-12-20,monthly,2,NA,F,NA,NA,NA,NA,NA,17920,15,NA,62717,800
1172,Kutna Hora,1997-10-25,monthly,1,NA,F,NA,NA,NA,NA,NA,25200,200,NA,61304,300
1173,Praha - zapad,1996-09-22,monthly,1,NA,F,NA,NA,NA,NA,NA,3960,15,NA,20149,400
1174,Karvina,1995-03-21,monthly,1,NA,F,NA,NA,NA,NA,NA,23500,15,NA,102450,900
1176,Prachatice,1996-10-24,monthly,1,NA,F,NA,NA,NA,NA,NA,10300,15,NA,27718,1100
1177,Plzen - jih,1997-12-20,monthly,1,NA,F,NA,NA,NA,NA,NA,23680,15,NA,61347,1100
1178,Usti nad Labem,1997-05-04,monthly,1,1,F,NA,NA,NA,NA,NA,23200,15,2,71239,900
1179,Ostrava - mesto,1993-01-23,monthly,2,NA,F,NA,NA,NA,NA,NA,4000,15,NA,27872,700
1180,Strakonice,1993-05-19,monthly,1,NA,F,NA,NA,NA,NA,NA,44000,15,NA,103186,500
1181,Jesenik,1997-08-20,monthly,2,NA,F,NA,NA,NA,NA,NA,13920,15,NA,36785,200
1182,Mlada Boleslav,1997-02-11,monthly,1,1,F,NA,NA,NA,NA,NA,24091,15,1,71541,700
1183,Pribram,1995-05-08,monthly,2,NA,F,NA,NA,NA,NA,NA,6600,15,NA,39814,700
1184,Ceske Budejovice,1994-05-06,monthly,1,NA,F,NA,NA,NA,NA,NA,41100,15,NA,109566,700
1185,Pribram,1997-06-07,monthly,2,NA,F,NA,NA,NA,NA,NA,3920,15,NA,25266,700
1186,Zlin,1997-12-17,monthly,1,NA,F,NA,NA,NA,NA,NA,22700,15,NA,61465,600
1187,Brno - venkov,1996-07-28,monthly,1,NA,F,NA,NA,NA,NA,NA,9800,15,NA,45258,1000
1188,Jindrichuv Hradec,1996-07-22,monthly,1,NA,F,NA,NA,NA,NA,NA,13760,15,NA,43161,800
1189,Kromeriz,1993-03-19,monthly,2,NA,F,NA,NA,NA,NA,NA,6420,15,NA,33494,600
1190,Usti nad Orlici,1996-09-09,monthly,1,NA,F,NA,NA,NA,NA,NA,24100,15,NA,49499,500
1192,Rokycany,1996-05-02,monthly,1,1,F,NA,NA,NA,NA,NA,17600,15,2,65917,200
1193,Rokycany,1994-01-05,monthly,1,NA,F,NA,NA,NA,NA,NA,24320,15,NA,53669,200
1194,Hl.m. Praha,1994-04-15,monthly,1,1,F,NA,NA,NA,NA,NA,46400,15,5,80672,500
1195,Havlickuv Brod,1996-12-27,monthly,2,NA,F,NA,NA,NA,NA,NA,12700,15,NA,38424,800
1196,Rokycany,1996-01-16,monthly,2,NA,F,NA,NA,NA,NA,NA,60700,15,NA,152656,800
1197,Frydek - Mistek,1993-09-07,monthly,1,1,F,NA,NA,NA,NA,NA,4500,15,23,49539,1000
1198,Karvina,1997-04-20,monthly,2,NA,F,NA,NA,NA,NA,NA,20829,15,NA,68774,1100
1199,Svitavy,1997-03-18,monthly,1,NA,F,NA,NA,NA,NA,NA,9800,15,NA,57930,1000
1200,Decin,1993-05-07,monthly,1,NA,F,NA,NA,NA,NA,NA,26300,15,NA,76903,300
1201,Trebic,1993-07-23,monthly,1,NA,F,NA,NA,NA,NA,NA,21280,15,NA,79324,600
1203,Olomouc,1995-08-09,monthly,1,1,F,NA,NA,NA,NA,NA,27200,15,20,110912,1000
1204,Rokycany,1993-12-03,monthly,1,1,F,NA,NA,NA,NA,NA,47200,15,2,112206,800
1205,Opava,1994-10-08,monthly,2,NA,F,NA,NA,NA,NA,NA,6200,15,NA,34401,1100
1206,Karvina,1995-10-21,monthly,2,NA,F,NA,NA,NA,NA,NA,6100,15,NA,27067,900
1207,Bruntal,1993-06-08,monthly,1,NA,F,NA,NA,NA,NA,NA,20900,15,NA,78382,700
1208,Kladno,1997-11-09,monthly,1,1,F,NA,NA,NA,NA,NA,27360,15,NA,66286,1000
1209,Cheb,1997-10-23,monthly,1,NA,F,NA,NA,NA,NA,NA,4200,15,NA,25263,900
1210,Plzen - sever,1996-05-21,monthly,1,1,F,NA,NA,NA,NA,NA,26600,15,13,78678,400
1211,Semily,1996-08-09,monthly,1,NA,F,NA,NA,NA,NA,NA,16100,15,NA,49677,1100
1212,Karvina,1995-12-18,monthly,1,NA,F,NA,NA,NA,NA,NA,13100,15,NA,36067,900
1213,Liberec,1996-05-08,monthly,2,NA,F,NA,NA,NA,NA,NA,3920,15,NA,27195,200
1214,Most,1997-01-19,monthly,1,NA,F,NA,NA,NA,NA,NA,23900,15,NA,71357,500
1215,Znojmo,1997-03-04,monthly,1,NA,F,NA,NA,NA,NA,NA,4900,15,NA,35286,900
1216,Vsetin,1996-03-01,monthly,1,NA,F,NA,NA,NA,NA,NA,7400,15,NA,28040,500
1217,Jesenik,1993-10-25,monthly,1,NA,F,NA,NA,NA,NA,NA,4050,15,NA,29203,200
1218,Hl.m. Praha,1996-12-12,monthly,2,NA,F,NA,NA,NA,NA,NA,54000,15,NA,102297,900
1219,Hl.m. Praha,1996-06-08,monthly,1,NA,F,NA,NA,NA,NA,NA,18720,15,NA,38466,1100
1220,Hl.m. Praha,1995-07-15,monthly,1,1,F,NA,NA,NA,NA,NA,3920,15,3,69477,900
1221,Jicin,1997-01-02,monthly,1,NA,F,NA,NA,NA,NA,NA,63500,1,NA,120834,-1153
1222,Zdar nad Sazavou,1993-01-20,monthly,1,NA,F,NA,NA,NA,NA,NA,14300,15,NA,47392,700
1223,Karvina,1996-08-10,monthly,1,NA,F,NA,NA,NA,NA,NA,15000,15,NA,63438,200
1225,Kladno,1993-12-14,monthly,1,1,F,NA,NA,NA,NA,NA,47360,15,23,86140,900
1226,Hl.m. Praha,1996-10-23,monthly,1,NA,F,NA,NA,NA,NA,NA,7300,15,NA,31064,400
1227,Jesenik,1996-01-13,monthly,1,1,F,NA,NA,NA,NA,NA,27520,15,9,63712,900
1228,Uherske Hradiste,1995-04-09,monthly,1,NA,F,NA,NA,NA,NA,NA,13700,15,NA,48339,400
1229,Nachod,1997-12-10,monthly,1,NA,F,NA,NA,NA,NA,NA,16400,15,NA,61435,500
1230,Hl.m. Praha,1997-05-03,monthly,2,1,F,NA,NA,NA,NA,NA,62800,15,NA,143853,700
1231,Melnik,1994-01-18,monthly,2,NA,F,NA,NA,NA,NA,NA,52700,15,NA,69084,1000
1232,Rychnov nad Kneznou,1996-07-06,monthly,1,NA,F,NA,NA,NA,NA,NA,24000,15,NA,78495,900
1233,Tachov,1996-02-08,monthly,1,NA,F,NA,NA,NA,NA,NA,3300,15,NA,21063,3390
1234,Kutna Hora,1993-09-13,monthly,1,NA,F,NA,NA,NA,NA,NA,15000,15,NA,35032,6390
1235,Sumperk,1993-11-23,monthly,1,NA,F,NA,NA,NA,NA,NA,7100,15,NA,29723,500
1236,Prachatice,1993-05-05,monthly,1,NA,F,NA,NA,NA,NA,NA,28500,15,NA,80518,1000
1237,Nymburk,1994-03-13,monthly,1,1,F,NA,NA,NA,NA,NA,64400,15,3,148694,1100
1238,Hl.m. Praha,1995-10-29,monthly,2,NA,F,NA,NA,NA,NA,NA,12450,15,NA,42756,600
1239,Hl.m. Praha,1993-04-10,monthly,1,NA,F,NA,NA,NA,NA,NA,12300,15,NA,34267,900
1240,Hl.m. Praha,1997-09-11,monthly,1,NA,F,NA,NA,NA,NA,NA,12000,15,NA,44667,800
1241,Blansko,1996-07-02,monthly,2,NA,F,NA,NA,NA,NA,NA,15040,15,NA,32554,200
1243,Hl.m. Praha,1996-01-07,monthly,1,1,F,NA,NA,NA,NA,NA,27300,15,4,110553,200
1244,Frydek - Mistek,1996-05-08,monthly,1,NA,T,35904,748,48,current,F,8200,15,NA,34279,900
1245,Frydek - Mistek,1997-11-12,monthly,1,NA,F,NA,NA,NA,NA,NA,13900,15,NA,55121,1100
1246,Jihlava,1994-08-18,monthly,2,NA,F,NA,NA,NA,NA,NA,11000,15,NA,42116,1100
1247,Klatovy,1993-06-08,monthly,1,NA,T,99696,2077,48,current,F,63600,0,NA,146738,-975
1248,Domazlice,1995-04-29,monthly,2,NA,F,NA,NA,NA,NA,NA,8900,15,NA,33971,600
1249,Bruntal,1995-03-30,monthly,1,NA,F,NA,NA,NA,NA,NA,8940,15,NA,59170,400
1250,Uherske Hradiste,1996-03-28,monthly,1,NA,T,182640,3805,48,current,F,23900,15,NA,64412,600
1253,Kolin,1997-04-13,monthly,1,1,F,NA,NA,NA,NA,NA,28800,15,5,80043,700
1254,Ostrava - mesto,1995-03-28,monthly,1,NA,F,NA,NA,NA,NA,NA,64100,15,NA,152484,800
1255,Frydek - Mistek,1997-07-02,monthly,1,NA,F,NA,NA,NA,NA,NA,72000,3,NA,104284,-2745
1256,Louny,1994-04-21,monthly,1,NA,T,71064,1974,36,expired,F,21000,15,NA,55373,700
1257,Zdar nad Sazavou,1995-10-11,monthly,1,1,F,NA,NA,NA,NA,NA,26300,15,5,67376,500
1258,Beroun,1996-09-01,monthly,2,NA,F,NA,NA,NA,NA,NA,4600,15,NA,21153,700
1259,Olomouc,1997-04-12,monthly,1,NA,F,NA,NA,NA,NA,NA,17500,15,NA,48740,500
1260,Kolin,1996-11-17,monthly,1,NA,F,NA,NA,NA,NA,NA,13120,15,NA,54472,200
1261,Usti nad Orlici,1995-03-18,monthly,1,1,F,NA,NA,NA,NA,NA,33760,15,2,103222,1000
1262,Rokycany,1997-01-19,monthly,1,NA,F,NA,NA,NA,NA,NA,12400,15,NA,36952,400
1264,Hl.m. Praha,1997-02-16,monthly,2,1,F,NA,NA,NA,NA,NA,16900,15,13,80128,900
1265,Semily,1996-02-25,monthly,1,NA,F,NA,NA,NA,NA,NA,21600,15,NA,45137,300
1266,Hodonin,1996-07-01,monthly,1,NA,F,NA,NA,NA,NA,NA,38080,15,NA,70874,1100
1267,Hradec Kralove,1996-08-05,monthly,1,1,F,NA,NA,NA,NA,NA,29300,15,10,73525,400
1268,Ostrava - mesto,1993-07-25,monthly,1,NA,F,NA,NA,NA,NA,NA,6200,15,NA,55301,800
1269,Usti nad Orlici,1994-03-28,monthly,2,NA,F,NA,NA,NA,NA,NA,17760,15,NA,58412,400
1271,Pelhrimov,1996-06-18,monthly,1,NA,F,NA,NA,NA,NA,NA,8900,15,NA,34546,1000
1273,Litomerice,1994-03-25,monthly,1,1,F,NA,NA,NA,NA,NA,24300,15,1,93513,500
1275,Ceska Lipa,1996-06-26,monthly,1,NA,F,NA,NA,NA,NA,NA,14450,15,NA,36774,300
1276,Liberec,1993-01-07,monthly,2,NA,F,NA,NA,NA,NA,NA,10880,15,NA,47374,400
1277,Tachov,1993-06-20,monthly,2,NA,F,NA,NA,NA,NA,NA,8450,15,NA,31462,1000
1279,Plzen - sever,1997-10-13,monthly,2,NA,F,NA,NA,NA,NA,NA,11500,15,NA,29049,1000
1280,Karvina,1995-05-03,monthly,2,NA,F,NA,NA,NA,NA,NA,8300,15,NA,55668,600
1281,Mlada Boleslav,1997-04-14,monthly,1,NA,F,NA,NA,NA,NA,NA,14600,15,NA,103556,1100
